Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
.,org.java_websocket.util,ByteBufferUtilsTest,testTransferByteBufferSmallToBig,Magic Number,The method contains a magic number: 7,73
.,org.java_websocket.util,ByteBufferUtilsTest,testTransferByteBufferSmallToBig,Magic Number,The method contains a magic number: 7,73
.,org.java_websocket.util,ByteBufferUtilsTest,testTransferByteBufferSmallToBig,Magic Number,The method contains a magic number: 8,73
.,org.java_websocket.util,ByteBufferUtilsTest,testTransferByteBufferSmallToBig,Magic Number,The method contains a magic number: 8,73
.,org.java_websocket.util,ByteBufferUtilsTest,testTransferByteBufferBigToSmall,Magic Number,The method contains a magic number: 2,90
.,org.java_websocket.util,ByteBufferUtilsTest,testTransferByteBufferBigToSmall,Magic Number,The method contains a magic number: 2,90
.,org.java_websocket.util,ByteBufferUtilsTest,testTransferByteBufferBigToSmall,Magic Number,The method contains a magic number: 3,90
.,org.java_websocket.util,ByteBufferUtilsTest,testTransferByteBufferBigToSmall,Magic Number,The method contains a magic number: 3,90
.,org.java_websocket.util,ByteBufferUtilsTest,testTransferByteBufferBigToSmall,Magic Number,The method contains a magic number: 4,90
.,org.java_websocket.util,ByteBufferUtilsTest,testTransferByteBufferBigToSmall,Magic Number,The method contains a magic number: 4,90
.,org.java_websocket.util,ByteBufferUtilsTest,testTransferByteBufferCheckNullDest,Empty catch clause,The method has an empty catch block.,103
.,org.java_websocket.util,ByteBufferUtilsTest,testTransferByteBufferCheckNullSource,Empty catch clause,The method has an empty catch block.,114
.,org.java_websocket.util,ByteBufferUtilsTest,testTransferByteBufferCheckNullBoth,Empty catch clause,The method has an empty catch block.,125
.,org.java_websocket.util,CharsetfunctionsTest,testIsValidUTF8off,Magic Number,The method contains a magic number: 2,47
.,org.java_websocket.util,CharsetfunctionsTest,testIsValidUTF8off,Magic Number,The method contains a magic number: 128,47
.,org.java_websocket.util,CharsetfunctionsTest,testIsValidUTF8,Magic Number,The method contains a magic number: 128,55
.,org.java_websocket.util,CharsetfunctionsTest,testStringAscii1,Magic Number,The method contains a magic number: 2,62
.,org.java_websocket.util,CharsetfunctionsTest,testStringAscii1,Magic Number,The method contains a magic number: 4,62
.,org.java_websocket.util,ThreadCheck,after,Magic Number,The method contains a magic number: 10000000,46
.,org.java_websocket.util,ThreadCheck,after,Magic Number,The method contains a magic number: 1000,46
.,org.java_websocket.util,ThreadCheck,checkZombies,Magic Number,The method contains a magic number: 4096,56
.,org.java_websocket.util,ThreadCheck,getThreadMap,Magic Number,The method contains a magic number: 2,80
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test1_1_1,Magic Number,The method contains a magic number: 10,54
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test1_1_2,Magic Number,The method contains a magic number: 10,63
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test1_1_3,Magic Number,The method contains a magic number: 10,72
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test1_1_4,Magic Number,The method contains a magic number: 10,81
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test1_1_5,Magic Number,The method contains a magic number: 10,90
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test1_1_6,Magic Number,The method contains a magic number: 30,99
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test1_1_7,Magic Number,The method contains a magic number: 20,108
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test1_1_8,Magic Number,The method contains a magic number: 30,117
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test1_2_1,Magic Number,The method contains a magic number: 10,126
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test1_2_2,Magic Number,The method contains a magic number: 10,135
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test1_2_3,Magic Number,The method contains a magic number: 10,144
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test1_2_4,Magic Number,The method contains a magic number: 20,153
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test1_2_5,Magic Number,The method contains a magic number: 10,162
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test1_2_6,Magic Number,The method contains a magic number: 70,171
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test1_2_7,Magic Number,The method contains a magic number: 70,180
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test1_2_8,Magic Number,The method contains a magic number: 60,189
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test2_1,Magic Number,The method contains a magic number: 10,198
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test2_2,Magic Number,The method contains a magic number: 10,207
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test2_3,Magic Number,The method contains a magic number: 10,216
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test2_4,Magic Number,The method contains a magic number: 10,225
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test2_5,Magic Number,The method contains a magic number: 10,234
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test2_6,Magic Number,The method contains a magic number: 30,243
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test2_7,Magic Number,The method contains a magic number: 10,252
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test2_8,Magic Number,The method contains a magic number: 10,261
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test2_9,Magic Number,The method contains a magic number: 10,270
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test2_10,Magic Number,The method contains a magic number: 60,279
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test2_11,Magic Number,The method contains a magic number: 50,288
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test3_1,Magic Number,The method contains a magic number: 10,297
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test3_2,Magic Number,The method contains a magic number: 10,306
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test3_3,Magic Number,The method contains a magic number: 10,315
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test3_4,Magic Number,The method contains a magic number: 20,324
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test3_5,Magic Number,The method contains a magic number: 10,333
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test3_6,Magic Number,The method contains a magic number: 10,342
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test3_7,Magic Number,The method contains a magic number: 10,351
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test4_1_1,Magic Number,The method contains a magic number: 10,360
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test4_1_2,Magic Number,The method contains a magic number: 10,369
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test4_1_3,Magic Number,The method contains a magic number: 10,378
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test4_1_4,Magic Number,The method contains a magic number: 10,387
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test4_1_5,Magic Number,The method contains a magic number: 10,396
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test4_2_1,Magic Number,The method contains a magic number: 10,405
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test4_2_2,Magic Number,The method contains a magic number: 10,414
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test4_2_3,Magic Number,The method contains a magic number: 10,423
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test4_2_4,Magic Number,The method contains a magic number: 10,432
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test4_2_5,Magic Number,The method contains a magic number: 15,441
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test5_1,Magic Number,The method contains a magic number: 10,450
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test5_2,Magic Number,The method contains a magic number: 10,459
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test5_3,Magic Number,The method contains a magic number: 10,468
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test5_4,Magic Number,The method contains a magic number: 10,477
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test5_5,Magic Number,The method contains a magic number: 20,486
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test5_6,Magic Number,The method contains a magic number: 60,495
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test5_7,Magic Number,The method contains a magic number: 60,504
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test5_8,Magic Number,The method contains a magic number: 20,513
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test5_9,Magic Number,The method contains a magic number: 10,522
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test5_10,Magic Number,The method contains a magic number: 10,531
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test5_11,Magic Number,The method contains a magic number: 20,540
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test5_12,Magic Number,The method contains a magic number: 10,549
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test5_13,Magic Number,The method contains a magic number: 10,558
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test5_14,Magic Number,The method contains a magic number: 10,567
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test5_15,Magic Number,The method contains a magic number: 10,576
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test5_16,Magic Number,The method contains a magic number: 10,585
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test5_17,Magic Number,The method contains a magic number: 10,594
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test5_18,Magic Number,The method contains a magic number: 10,603
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test5_19,Magic Number,The method contains a magic number: 1100,612
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test5_20,Magic Number,The method contains a magic number: 1100,621
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_1_1,Magic Number,The method contains a magic number: 10,630
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_1_2,Magic Number,The method contains a magic number: 10,639
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_1_3,Magic Number,The method contains a magic number: 10,648
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_2_1,Magic Number,The method contains a magic number: 10,657
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_2_2,Magic Number,The method contains a magic number: 10,666
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_2_3,Magic Number,The method contains a magic number: 10,675
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_2_4,Magic Number,The method contains a magic number: 10,684
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_3_1,Magic Number,The method contains a magic number: 10,693
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_3_2,Magic Number,The method contains a magic number: 10,702
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_4_1,Magic Number,The method contains a magic number: 2100,711
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_4_2,Magic Number,The method contains a magic number: 2100,720
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_4_3,Magic Number,The method contains a magic number: 2100,729
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_4_4,Magic Number,The method contains a magic number: 2100,738
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_5_1,Magic Number,The method contains a magic number: 10,747
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_5_2,Magic Number,The method contains a magic number: 10,756
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_5_3,Magic Number,The method contains a magic number: 10,765
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_5_4,Magic Number,The method contains a magic number: 10,774
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_5_5,Magic Number,The method contains a magic number: 10,783
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_6_1,Magic Number,The method contains a magic number: 10,792
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_6_2,Magic Number,The method contains a magic number: 10,801
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_6_3,Magic Number,The method contains a magic number: 10,810
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_6_4,Magic Number,The method contains a magic number: 10,819
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_6_5,Magic Number,The method contains a magic number: 10,828
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_6_6,Magic Number,The method contains a magic number: 10,837
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_6_7,Magic Number,The method contains a magic number: 10,846
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_6_8,Magic Number,The method contains a magic number: 10,855
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_6_9,Magic Number,The method contains a magic number: 10,864
.,org.java_websocket.autobahn,AutobahnServerResultsTest,test6_6_10,Magic Number,The method contains a magic number: 10,873
